"model","outcome","cond_a","cond_b","kappa"
"Llama-3.1-70B","HS","A_batch_conf","C.HS",0.751548895853354
"Llama-3.1-70B","HS","A_batch_conf","C.HS_batch",0.765657039076689
"Llama-3.1-70B","HS","A_batch_conf","C.HS_batch_conf",0.743847907844473
"Llama-3.1-70B","HS","A_batch_conf","C.HS_conf",0.746632851549996
"Llama-3.1-70B","HS","A_conf","B",0.747060246839304
"Llama-3.1-70B","HS","A_conf","B_batch",0.642324592674997
"Llama-3.1-70B","HS","A_conf","B_batch_conf",0.653685882515581
"Llama-3.1-70B","HS","A_conf","B_conf",0.798028742204528
"Llama-3.1-70B","HS","A_conf","C.HS",0.782671588443144
"Llama-3.1-70B","HS","A_conf","C.HS_batch",0.670055313020136
"Llama-3.1-70B","HS","A_conf","C.HS_batch_conf",0.654117202843706
"Llama-3.1-70B","HS","A_conf","C.HS_conf",0.739652353800724
"Llama-3.1-70B","HS","B","B_batch",0.673076883721787
"Llama-3.1-70B","HS","B","B_batch_conf",0.665712427596351
"Llama-3.1-70B","HS","B","B_conf",0.755152271968005
"Llama-3.1-70B","HS","B","C.HS",0.778036912240269
"Llama-3.1-70B","HS","B","C.HS_batch",0.677122322805927
"Llama-3.1-70B","HS","B","C.HS_batch_conf",0.666713124837144
"Llama-3.1-70B","HS","B","C.HS_conf",0.802841301096333
"Llama-3.1-70B","HS","B_batch","B_batch_conf",0.766739932244995
"Llama-3.1-70B","HS","B_batch","B_conf",0.6413046943916
"Llama-3.1-70B","HS","B_batch","C.HS",0.694520067140215
"Llama-3.1-70B","HS","B_batch","C.HS_batch",0.754574124749972
"Llama-3.1-70B","HS","B_batch","C.HS_batch_conf",0.739536218502599
"Llama-3.1-70B","HS","B_batch","C.HS_conf",0.696125011009963
"Llama-3.1-70B","HS","B_batch_conf","B_conf",0.627529127654485
"Llama-3.1-70B","HS","B_batch_conf","C.HS",0.685218582421888
"Llama-3.1-70B","HS","B_batch_conf","C.HS_batch",0.741832804849899
"Llama-3.1-70B","HS","B_batch_conf","C.HS_batch_conf",0.753255485438989
"Llama-3.1-70B","HS","B_batch_conf","C.HS_conf",0.676397792433396
"Llama-3.1-70B","HS","B_conf","C.HS",0.7691722725391
"Llama-3.1-70B","HS","B_conf","C.HS_batch",0.64389497542233
"Llama-3.1-70B","HS","B_conf","C.HS_batch_conf",0.626735786472732
"Llama-3.1-70B","HS","B_conf","C.HS_conf",0.750115487813343
"Llama-3.1-70B","HS","C.HS","C.HS_batch",0.717689862781057
"Llama-3.1-70B","HS","C.HS","C.HS_batch_conf",0.684547762302637
"Llama-3.1-70B","HS","C.HS","C.HS_conf",0.805079344610295
"Llama-3.1-70B","HS","C.HS_batch","C.HS_batch_conf",0.765313662075899
"Llama-3.1-70B","HS","C.HS_batch","C.HS_conf",0.686678947845257
"Llama-3.1-70B","HS","C.HS_batch_conf","C.HS_conf",0.678991158849578
"Llama-4","HS","A","A_batch",0.787945280148619
"Llama-4","HS","A","A_batch_conf",0.784200745538316
"Llama-4","HS","A","A_conf",0.765296922663674
"Llama-4","HS","A","B",0.897203947368421
"Llama-4","HS","A","B_batch",0.754897141075306
"Llama-4","HS","A","B_batch_conf",0.723318852310081
"Llama-4","HS","A","B_conf",0.891651016257904
"Llama-4","HS","A","C.HS",0.877316612872922
"Llama-4","HS","A","C.HS_batch",0.756500651697964
"Llama-4","HS","A","C.HS_batch_conf",0.752913911798787
"Llama-4","HS","A","C.HS_conf",0.816634673237257
"Llama-4","HS","A_batch","A_batch_conf",0.864964164093903
"Llama-4","HS","A_batch","A_conf",0.71935630178109
"Llama-4","HS","A_batch","B",0.768053951631891
"Llama-4","HS","A_batch","B_batch",0.818226816578274
"Llama-4","HS","A_batch","B_batch_conf",0.796146971855927
"Llama-4","HS","A_batch","B_conf",0.766766511823623
"Llama-4","HS","A_batch","C.HS",0.765474822745034
"Llama-4","HS","A_batch","C.HS_batch",0.810786042787771
"Llama-4","HS","A_batch","C.HS_batch_conf",0.801580576644975
"Llama-4","HS","A_batch","C.HS_conf",0.718849203524706
"Llama-4","HS","A_batch_conf","A_conf",0.755770558307173
"Llama-4","HS","A_batch_conf","B",0.769155061448066
"Llama-4","HS","A_batch_conf","B_batch",0.828188336863101
"Llama-4","HS","A_batch_conf","B_batch_conf",0.840667182342111
"Llama-4","HS","A_batch_conf","B_conf",0.778061112653622
"Llama-4","HS","A_batch_conf","C.HS",0.769117952469082
"Llama-4","HS","A_batch_conf","C.HS_batch",0.789449594835238
"Llama-4","HS","A_batch_conf","C.HS_batch_conf",0.784564235995285
"Llama-4","HS","A_batch_conf","C.HS_conf",0.699457625855031
"Llama-4","HS","A_conf","B",0.732183679906998
"Llama-4","HS","A_conf","B_batch",0.703565324852968
"Llama-4","HS","A_conf","B_batch_conf",0.706550120707048
"Llama-4","HS","A_conf","B_conf",0.781191418269785
"Llama-4","HS","A_conf","C.HS",0.731453567391195
"Llama-4","HS","A_conf","C.HS_batch",0.659904463266804
"Llama-4","HS","A_conf","C.HS_batch_conf",0.649943672150661
"Llama-4","HS","A_conf","C.HS_conf",0.646130898371627
"Llama-4","HS","B","B_batch",0.759576286893338
"Llama-4","HS","B","B_batch_conf",0.716135678837292
"Llama-4","HS","B","B_conf",0.904815940157222
"Llama-4","HS","B","C.HS",0.907290679811732
"Llama-4","HS","B","C.HS_batch",0.759332625779235
"Llama-4","HS","B","C.HS_batch_conf",0.752822423030052
"Llama-4","HS","B","C.HS_conf",0.841704747889397
"Llama-4","HS","B_batch","B_batch_conf",0.850020872671177
"Llama-4","HS","B_batch","B_conf",0.766066244453093
"Llama-4","HS","B_batch","C.HS",0.757225254031308
"Llama-4","HS","B_batch","C.HS_batch",0.842502473427065
"Llama-4","HS","B_batch","C.HS_batch_conf",0.84032742186784
"Llama-4","HS","B_batch","C.HS_conf",0.711439715730754
"Llama-4","HS","B_batch_conf","B_conf",0.72427378378675
"Llama-4","HS","B_batch_conf","C.HS",0.721808808789461
"Llama-4","HS","B_batch_conf","C.HS_batch",0.78067304826864
"Llama-4","HS","B_batch_conf","C.HS_batch_conf",0.79945183501571
"Llama-4","HS","B_batch_conf","C.HS_conf",0.660940958892594
"Llama-4","HS","B_conf","C.HS",0.889144633484735
"Llama-4","HS","B_conf","C.HS_batch",0.752537605823662
"Llama-4","HS","B_conf","C.HS_batch_conf",0.743338071707394
"Llama-4","HS","B_conf","C.HS_conf",0.818081901044134
"Llama-4","HS","C.HS","C.HS_batch",0.755765807498704
"Llama-4","HS","C.HS","C.HS_batch_conf",0.750725681111721
"Llama-4","HS","C.HS","C.HS_conf",0.863699957210921
"Llama-4","HS","C.HS_batch","C.HS_batch_conf",0.88007605358638
"Llama-4","HS","C.HS_batch","C.HS_conf",0.728518106150156
"Llama-4","HS","C.HS_batch_conf","C.HS_conf",0.724773342752855
